,CompanyName,Cusine,Importance,Address,PhoneNumber,Website,NumReviews,Overall,PriceRange,Prices,Puntuation
75,Pizzeria Sandropizzettata,"['Pizza', ' Italian', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#66 of 2,742 Restaurants in Naples","Via Francesco Solimena 72, 80129, Naples Italy",+39 081 556 5578,http://www.facebook.com/Sandropizzettata-unica-sede-466703456842025/,847,4.5,€3 - €15,Na,"['94', '6', '2', '1', '0']"
76,Trattoria Speranzella,"['Italian', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#77 of 2,742 Restaurants in Naples","Via Speranzella 82, 80132, Naples Italy",+39 081 1877 9221,https://www.facebook.com/Trattoria-Speranzella-1890793890935848/?ref=page_internal,1095,4.5,€15 - €25,"[5.0, 10.0, 10.0, 3.0, 10.0, 14.0, 5.0, 9.0, 12.0]","['63', '14', '9', '2', '5']"
77,Un PIZZICO di,"['Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#76 of 2,742 Restaurants in Naples","Via Alessandro Manzoni 207, 80123, Naples Italy",+39 081 575 4360,http://www.pizzicodi.com/,271,4.5,€9 - €37,"[7.0, 6.0]","['10', '0', '1', '0', '0']"
78,Re Lazzarone,"['Italian', ' Deli', ' Seafood', ' Mediterranean', ' Healthy', ' Neapolitan', ' Campania', ' Southern-Italian']","#79 of 2,742 Restaurants in Naples","Via Santa Maria di Costantinopoli 11, 80138, Naples Italy",+39 081 442 0884,https://www.facebook.com/relazzaronetrattoriacontemporanea/,817,4.5,€8 - €35,"[5.0, 5.0, 10.0]","['146', '35', '7', '4', '1']"
79,Zero Zero Grano,"['Italian', ' Fusion', ' Seafood', ' Mediterranean', ' European', ' Neapolitan']","#80 of 2,742 Restaurants in Naples","Via Carlo de Cesare 40 Via Toledo, 80132, Naples Italy",+39 081 060 6698,http://www.zerozerograno.it/,681,4.5,€3 - €13,Na,"['78', '23', '4', '3', '2']"
80,Enotrattoria Casetta Rossa,"['Vegetarian Friendly', ' Gluten Free Options']","#81 of 2,742 Restaurants in Naples","Piazzale Pisacane Int. Porto, 80133, Naples Italy",+39 081 207690,http://www.facebook.com/Enotrattoria-Casetta-Rossa-di-Orsi-Francesco-377523805636626,515,4.5,Na,"[8.0, 6.0, 5.0]","['40', '8', '0', '0', '0']"
81,Hostaria Mediterraneo,['Neapolitan'],"#82 of 2,742 Restaurants in Naples","Corso meridionale 49/50 Corner Via Brindisi, 80143, Naples Italy",+39 081 563 5140,http://www.hostariamediterraneo.it/,655,4.5,€11 - €31,"[8.0, 4.0, 9.0]","['68', '16', '4', '1', '4']"
82,Federico Guardascione Pizzeria,"['Pizza', ' Italian', ' Mediterranean', ' Healthy', ' Neapolitan', ' Campania', ' Southern-Italian']","#83 of 2,742 Restaurants in Naples","Via Francesco Cilea 151 Corner Via S. Maria della Libera, 80127, Naples Italy",+39 081 595 9711,http://www.pizzeriaguardascione.it/menu/,166,4.5,€6 - €14,Na,"['126', '19', '14', '2', '5']"
83,Trattoria e Pizzeria 'O Vesuvio,"['Neapolitan', ' Campania', ' Southern-Italian']","#84 of 2,742 Restaurants in Naples","Via Speranzella 118, 80132, Naples Italy",+39 081 415942,https://www.facebook.com/trattoriaovesuvionapoli/,1836,4.5,€10 - €25,Na,"['110', '25', '11', '12', '11']"
84,Pizza Social Lab,"['Pizza', ' Italian', ' Neapolitan', ' Campania', ' Southern-Italian', ' Contemporary', ' Dining bars']","#95 of 2,742 Restaurants in Naples","Via Corrado Barbagallo 115/b, 80125, Naples Italy",+39 081 762 9023,https://www.facebook.com/pizzasociallab/,203,4.5,€10 - €17,"[2.0, 2.5, 2.5, 2.5, 3.0, 3.0, 3.0, 6.5, 5.0]","['1', '0', '0', '0', '0']"
85,1906 Imperatore,"['Pizza', ' Italian', ' Neapolitan', ' Campania', ' Southern-Italian']","#86 of 2,742 Restaurants in Naples","Via Duomo 218, 80138, Naples Italy",+39 081 554 6789,https://www.facebook.com/1906Imperatore/,693,4.5,€3 - €20,Na,"['66', '13', '5', '0', '3']"
86,Le Nonnerie,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#87 of 2,742 Restaurants in Naples","Via Giulio Palermo n. 31 A 20 metri dalla metropolitana RIONE ALTO, 80131, Naples Italy",+39 081 545 4978,http://www.facebook.com/le-Nonnerie-Il-vecchio-pastaio-1985-1614120758815654/,308,4.5,Na,"[5.0, 7.0, 6.0]","['8', '0', '1', '0', '0']"
87,L'Ebbrezza di Noe,"['Italian', ' Seafood', ' Mediterranean', ' Wine Bar']","#88 of 2,742 Restaurants in Naples","Vicolo Vetriera, 80100, Naples Italy",+39 081 400104,http://www.lebbrezzadinoe.com/,480,4.5,€26 - €33,Na,"['39', '6', '2', '2', '0']"
88,Ristorante Pizzeria La Grotta di Francesco Veneruso,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#89 of 2,742 Restaurants in Naples","Via Argine 1031, 80147, Naples Italy",+39 081 596 1160,https://www.facebook.com/Ristorante-Pizzeria-La-Grotta-di-Francesco-Veneruso-869629516492017/,400,4.5,Na,Na,"['14', '1', '1', '0', '0']"
89,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#352 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
90,Mondo Pizza,"['Vegetarian Friendly', ' Vegan Options']","#90 of 2,742 Restaurants in Naples","Via Francesco Netti 1, 80128, Naples Italy",+39 366 354 0945,https://www.facebook.com/MondoPizzaVomero/,475,4.5,Na,Na,"['21', '5', '0', '1', '1']"
91,I Sapori della Pescheria Azzurra,"['Lunch', ' Dinner', ' Drinks']","#92 of 2,742 Restaurants in Naples","Via Portamedina 5, 80134, Naples Italy",+39 081 1925 0592,http://www.isaporidellapescheriaazzurra.it/,1345,4.5,Na,Na,"['88', '25', '4', '2', '6']"
92,La Riviera di Parthenope,['Gluten Free Options'],"#93 of 2,742 Restaurants in Naples","Riviera di Chiaia, 80121, Naples Italy",+39 081 1933 8714,https://www.facebook.com/RivieraParthenope/,135,4.5,Na,"[10.0, 10.0, 9.0]","['8', '0', '0', '0', '0']"
93,Osteria da Antonio,"['Italian', ' Seafood', ' Mediterranean', ' Healthy', ' Neapolitan', ' Campania', ' Southern-Italian']","#94 of 2,742 Restaurants in Naples","Via Agostino Depretis 143, 80133, Naples Italy",+39 081 551 0138,http://www.osteriadaantonio.com/,1577,4.5,€31 - €125,Na,"['246', '71', '18', '7', '6']"
94,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
95,Pizzeria Osteria Barone,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#97 of 2,742 Restaurants in Naples","Via Terracina 165 Fuorigrotta, Napoli, 80125, Naples Italy",+39 081 762 8250,https://www.facebook.com/izzeriaOsteriaBarone/,605,4.5,Na,Na,"['19', '0', '0', '1', '2']"
96,J Contemponary Japanese Restaurant,"['Vegetarian Friendly', ' Gluten Free Options']","#96 of 2,742 Restaurants in Naples","Via Agostino Depretis 24, 80133, Naples Italy",+39 081 580 0543,http://www.j-japaneserestaurant.com/,267,4.5,Na,Na,"['14', '1', '0', '0', '0']"
97,Ghi Rice,"['Indian', ' Asian']","#98 of 2,742 Restaurants in Naples","Via Umberto Giordano 10 Piazza Municipio, 80133, Naples Italy",+39 327 874 4506,http://www.ghirice.com/,308,4.5,€15 - €30,Na,"['72', '18', '0', '1', '7']"
98,Vini e Cucina,['Vegetarian Friendly'],"#99 of 2,742 Restaurants in Naples","Via Piedigrotta 56, 80122, Naples Italy",+39 081 667923,https://www.facebook.com/Trattoria-vini-e-cucina-459462280854873/,372,4.5,Na,Na,"['18', '4', '0', '0', '0']"
99,Pizzeria Napoli Centro,['Vegetarian Friendly'],"#100 of 2,742 Restaurants in Naples","Via Miroballo Al Pendino 29/30, 80138, Naples Italy",+39 350 072 9056,https://www.facebook.com/Pizzeria-Napoli-centro-773396626154020/,90,5.0,Na,Na,"['5', '1', '0', '0', '0']"
100,De' figliole,['Vegetarian Friendly'],"#101 of 2,742 Restaurants in Naples","Via Giudecca Vecchia, 39, Naples Italy",+39 081 286721,https://www.facebook.com/defigliolecasoria/,907,4.5,Na,Na,"['29', '13', '6', '1', '1']"
101,Pizze D'Autore Maestro Pizzaiolo Gigi Sorbillo,"['Lunch', ' Dinner', ' Drinks']","#102 of 2,742 Restaurants in Naples","Via Palepoli 8, 80132, Naples Italy",+39 081 1838 7820,http://www.facebook.com/pizzedautorenapoli/,275,4.5,Na,Na,"['9', '3', '2', '0', '0']"
102,Le Officine Bistrot,"['Seafood', ' Mediterranean', ' European', ' Neapolitan', ' Campania', ' Southern-Italian']","#103 of 2,742 Restaurants in Naples","Via Andrea d'Isernia 6, 80122, Naples Italy",+39 081 1870 9625,http://www.facebook.com/leofficinebistrot/,502,4.5,€25 - €50,Na,"['12', '0', '0', '1', '2']"
103,Ziopè Trattoria 2.0,"['Italian', ' Pizza', ' Seafood', ' Mediterranean', ' Healthy', ' Neapolitan', ' Campania', ' Southern-Italian']","#104 of 2,742 Restaurants in Naples","Via Santa Lucia 96, 80132, Naples Italy",+39 081 1822 5165,https://www.facebook.com/ziopetrattopizza/,277,4.5,€15 - €40,Na,"['23', '1', '0', '2', '2']"
104,Osteria Cavallino Bianco,"['Italian', ' Neapolitan', ' Mediterranean', ' Dining bars']","#105 of 2,742 Restaurants in Naples","Via Sant'Aspreno 19, 23, 80133, Naples Italy",+39 351 705 3231,https://www.facebook.com/cavallinobianco1890/,105,4.5,€5 - €16,Na,"['12', '4', '0', '0', '0']"
105,La Masardona,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#106 of 2,742 Restaurants in Naples","Via Giulio Cesare Capaccio, 27 Piazza vittoria, 5, 80127, Naples Italy",+39 081 281057,http://www.facebook.com/Pizza-della-Masardona-38755589910,2587,4.5,€2 - €10,Na,"['80', '20', '5', '1', '0']"
106,I Tre Fratelli,['Vegetarian Friendly'],"#108 of 2,742 Restaurants in Naples","Via Pietro Castellino 119, Naples Italy",+39 081 220 3102,https://www.facebook.com/I-tre-fratelli-132393770144187/,335,4.5,Na,Na,"['219', '75', '29', '8', '4']"
107,Ristorante Pizzeria Al Cucciolo Bohemien dal 1963,"['Seafood', ' Neapolitan']","#109 of 2,742 Restaurants in Naples","Vico Berio 5/8, 80132, Naples Italy",+39 081 407902,http://www.facebook.com/ristorantealcucciolobohemien,1044,4.5,€5 - €15,Na,"['86', '30', '14', '10', '4']"
108,D'Angeli,"['Vegetarian Friendly', ' Vegan Options']","#115 of 2,742 Restaurants in Naples","Via Pietro Colletta 20, 80139, Naples Italy",+39 081 553 6282,http://www.pizzeriadangeli.it/,1128,4.0,Na,Na,"['128', '65', '31', '15', '21']"
109,A' Cucina Ra Casa Mia,['Vegetarian Friendly'],"#110 of 2,742 Restaurants in Naples","Via Carlo de Cesare 14 Nei Pressi di Piazza Trieste e Trento, 80132, Naples Italy",+39 081 497 6297,http://www.facebook.com/aCucinaRaCasaMia/,1733,4.5,Na,Na,"['110', '26', '10', '4', '9']"
110,Trattoria & Pizzeria Piazzetta Sant’Anna,"['Diner', ' Seafood']","#111 of 2,742 Restaurants in Naples","Piazzetta Sant’Anna Palazzo 2/3, 80132, Naples Italy",+39 081 235 6633,https://www.facebook.com/Trattoria-Pizzeria-Piazzetta-SantAnna-991638374327009/,511,4.5,€8 - €12,Na,"['61', '12', '2', '3', '6']"
111,Antica Taverna a Chiaia,"['Italian', ' Neapolitan', ' Campania', ' Southern-Italian']","#112 of 2,742 Restaurants in Naples","Salita Sant'Anna di Palazzo 7, 80132, Naples Italy",+39 081 412761,http://anticapanetteriachiaia.it/,346,4.5,€4 - €15,"[9.0, 9.0, 14.0, 14.0, 14.0]","['12', '3', '2', '4', '3']"
112,Prosciutteria Napoli TDV,"['Italian', ' Mediterranean', ' Wine Bar']","#113 of 2,742 Restaurants in Naples","Via Della Cavallerizza a Chiaia 9, 80121, Naples Italy",+39 081 410147,http://prosciutteria-napoli.business.site/,466,4.5,€5 - €10,Na,"['22', '3', '0', '1', '1']"
113,Le Figlie di Iorio,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#116 of 2,742 Restaurants in Naples","Via Conte Olivares, 73 Napoli Piazza Bovio, 80133, Naples Italy",+39 081 552 0490,http://www.facebook.com/LeFigliediIorio/,545,4.5,€9 - €29,Na,"['25', '8', '2', '0', '0']"
114,Veritas,"['Italian', ' Seafood', ' Mediterranean', ' European']","#114 of 2,742 Restaurants in Naples","Corso Vittorio Emanuele 141, 80121, Naples Italy",+39 081 660585,http://www.veritasrestaurant.it/,663,4.5,€65 - €130,"[80.0, 90.0, 100.0, 50.0]","['54', '15', '4', '3', '1']"
115,'O Sushi,"['Japanese', ' Seafood', ' Sushi', ' Healthy']","#117 of 2,742 Restaurants in Naples","Via Francesco Cilea 203/207, 80127, Naples Italy",+39 081 049 4464,http://www.osushi.it/,1506,4.5,€15 - €85,Na,"['42', '7', '2', '1', '0']"
116,Pizzeria Gaetano Genovesi,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#119 of 2,742 Restaurants in Naples","Via Alessandro Manzoni 26/I, 80123, Naples Italy",+39 081 714 6634,http://www.pizzeriagaetanogenovesi.it/,5841,4.0,Na,Na,"['45', '7', '2', '0', '0']"
117,Antica Pizzeria del Borgo Orefici,"['Vegetarian Friendly', ' Vegan Options']","#118 of 2,742 Restaurants in Naples","Via Luigi Palmieri 13, 80133, Naples Italy",+39 081 552 0996,http://www.anticapizzeriaborgoorefici.it/,463,4.5,Na,Na,"['58', '16', '4', '0', '2']"
118,George Restaurant,"['Italian', ' Mediterranean', ' European']","#122 of 2,742 Restaurants in Naples","Corso Vittorio Emanuele 135, 80121, Naples Italy",+39 081 1840 4491,http://www.georgerestaurant.it/,148,4.5,€75 - €120,Na,"['30', '1', '2', '1', '0']"
119,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
120,Pizzeria da Gaetano,"['Pizza', ' Neapolitan', ' Campania', ' Southern-Italian']","#120 of 2,742 Restaurants in Naples","Via Casanova, 109, 80139, Naples Italy",+39 081 554 5430,http://www.facebook.com/pages/Pizzeria-da-Gaetano-a-Porta-Capuana/109024185829501,830,4.5,€8 - €20,Na,"['122', '20', '7', '2', '2']"
121,La Campagnola - Pizzeria & Trattoria,"['Vegetarian Friendly', ' Vegan Options']","#121 of 2,742 Restaurants in Naples","Via Fuori Porta San Gennaro 13/14, 80137, Naples Italy",+39 081 457663,https://www.facebook.com/lacampagnolapizzeria/,1429,4.5,Na,"[3.0, 6.0, 5.0]","['146', '37', '9', '2', '12']"
122,A' Quartrian' Pizzeria,"['Lunch', ' Dinner']","#136 of 2,742 Restaurants in Naples","Via Emanuele de Deo 20, 80134, Naples Italy",+39 081 1924 0374,http://www.facebook.com/aquartrianpizzeria,69,5.0,Na,Na,"['3', '0', '0', '0', '1']"
123,Il Miracolo dei Pesci,"['Italian', ' Seafood', ' Mediterranean', ' Healthy', ' Neapolitan', ' Campania', ' Southern-Italian']","#123 of 2,742 Restaurants in Naples","Largo Sermoneta, 17, 80100, Naples Italy",+39 081 769 0778,http://it-it.facebook.com/pages/Il-Miracolo-Dei-Pesci/131759363530826,1546,4.5,€30 - €60,Na,"['43', '5', '4', '0', '0']"
124,Pruneto 1944,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#124 of 2,742 Restaurants in Naples","Discesa Coroglio 101/102 101-102, 80123, Naples Italy",+39 081 1867 6967,http://www.facebook.com/pruneto1944/,508,4.5,Na,Na,"['14', '2', '0', '0', '0']"
125,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#352 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
126,Pizzeria del Popolo,"['Vegetarian Friendly', ' Vegan Options']","#125 of 2,742 Restaurants in Naples","Piazza Mercato 44, 80133, Naples Italy",+39 081 563 4029,https://www.facebook.com/pages/Pizzeria-Del-Popolo-Piazza-Mercato/1825656897745810,1489,4.5,Na,Na,"['54', '14', '1', '0', '0']"
127,Rosticceria La Padella,['Vegetarian Friendly'],"#126 of 2,742 Restaurants in Naples","Piazzetta Arenella 21, 80128, Naples Italy",+39 081 556 1019,http://www.facebook.com/Rosticceria-La-Padella-1521520138114974/timeline,407,4.5,Na,Na,"['1', '0', '0', '0', '2']"
128,Pizzeria Starita a Materdei,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#127 of 2,742 Restaurants in Naples","Via Materdei 27/28, 80136, Naples Italy",+39 081 557 3682,https://www.pizzeriestarita.it/le-pizzerie/napoli,10225,4.5,€13 - €20,Na,"['436', '90', '31', '11', '5']"
129,Fermo Pizza,['Vegetarian Friendly'],"#129 of 2,742 Restaurants in Naples","Via Francesco Cilea 139, 80127, Naples Italy",+39 081 560 7036,http://www.facebook.com/FERMOPIZZA,343,4.5,Na,Na,"['209', '102', '16', '4', '12']"
130,Pizzeria La Taverna di Toto',"['Vegetarian Friendly', ' Vegan Options']","#131 of 2,742 Restaurants in Naples","Via della Sanita' 33, 80137, Naples Italy",+39 081 449020,http://www.facebook.com/pizzeriatrattorialatavernaditoto/,353,4.5,Na,Na,"['20', '7', '0', '0', '2']"
131,Mazz,"['Vegetarian Friendly', ' Vegan Options']","#132 of 2,742 Restaurants in Naples","Via Dei Tribunali 359, 80138, Naples Italy",+39 081 459248,https://www.facebook.com/mazznapoli/,876,4.5,Na,"[7.0, 6.5, 7.0, 6.0, 4.0]","['85', '19', '4', '2', '4']"
132,Pizzeria Oro Bianco,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#133 of 2,742 Restaurants in Naples","Piazza Nazionale 57/58,59, 80143, Naples Italy",+39 081 1833 4284,https://www.facebook.com/Pizzeria-Oro-Bianco-1774376826134603/,383,4.5,Na,Na,"['19', '6', '0', '1', '0']"
133,Mammamì Neapolitan Take Away,"['Italian', ' Fast Food', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian', ' Street Food']","#130 of 2,742 Restaurants in Naples","Via Dei Vergini 30, 80137, Naples Italy",+39 351 196 3254,http://www.facebook.com/neapolitantakeaway,89,5.0,€3 - €8,Na,"['5', '0', '0', '0', '0']"
134,'O Grin,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#134 of 2,742 Restaurants in Naples","Via Mezzocannone 83, 80134, Naples Italy",+39 081 048 0169,http://www.ogrin.net/,301,4.5,Na,Na,"['20', '2', '1', '0', '0']"
135,Gigino & Figli,"['Pizza', ' Italian', ' Neapolitan', ' Campania', ' Southern-Italian']","#135 of 2,742 Restaurants in Naples","Via Stanislao Manna 30/32/34, 80126, Naples Italy",+39 081 767 9645,http://www.giginoefigli.it/,343,4.5,€3 - €7,Na,"['2', '1', '0', '0', '0']"
136,"Il Ritrovo dei Sapori,Caseificio Marigliano","['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#138 of 2,742 Restaurants in Naples","Via Sigismondo Castromediano 10, Naples Italy",+39 081 344 2721,http://www.facebook.com/Il-ritrovo-dei-saporiCaseificio-Marigliano-197964883874150/,831,4.5,Na,Na,"['95', '11', '4', '8', '2']"
137,Pizzeria Napoli In Bocca,"['Pizza', ' Italian', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#137 of 2,742 Restaurants in Naples","Via San Carlo 15, 80132, Naples Italy",+39 081 426300,http://www.pizzerianapoliinbocca.it/,2114,4.5,€5 - €5,Na,"['275', '57', '12', '7', '7']"
138,Pizzeria 3.0 Ciro Cascella,"['Vegetarian Friendly', ' Vegan Options']","#141 of 2,742 Restaurants in Naples","Via San Pasquale 68, 80121, Naples Italy",+39 081 497 6322,http://pizzeriatrepuntozero.it/,527,4.5,Na,Na,"['17', '1', '2', '0', '0']"
139,Revenge pub and grill,"['Italian', ' Neapolitan', ' Campania', ' Southern-Italian', ' Bar', ' Barbecue', ' Grill', ' Pub']","#139 of 2,742 Restaurants in Naples","Via Michelangelo da Caravaggio 15, 80126, Naples Italy",+39 331 748 0487,https://www.facebook.com/Revenge-pub-and-grill-215340289010928/,179,4.5,€6 - €22,Na,"['134', '26', '10', '6', '3']"
140,Molo17,"['Seafood', ' Mediterranean', ' Pub', ' Wine Bar', ' Italian', ' Neapolitan', ' Campania', ' Southern-Italian']","#142 of 2,742 Restaurants in Naples","Via Partenope 12 napoli, 80121, Naples Italy",+39 081 1886 5240,https://www.facebook.com/Molo17naples/,384,4.5,€10 - €50,Na,"['10', '4', '0', '1', '0']"
141,OAK Wine and Craft Beer Bar,"['Wine Bar', ' Brew Pub', ' Bar', ' International', ' Pub', ' Gastropub']","#140 of 2,742 Restaurants in Naples","Vico Quercia 10, 80134, Naples Italy",+39 349 715 5270,http://oaknapoli.com/,103,5.0,€2 - €9,Na,"['36', '1', '0', '0', '0']"
142,Reiwa - La Nuova Era Del Sushi,"['Japanese', ' Seafood', ' Sushi', ' Fusion', ' Japanese Fusion']","#143 of 2,742 Restaurants in Naples","Via Michelangelo Schipa 40, 80122, Naples Italy",+39 081 1811 4943,http://www.facebook.com/reiwasushinapoli/,75,5.0,€26 - €100,"[10.0, 8.0, 12.0]","['69', '5', '0', '0', '1']"
143,E Pronto o Mangia,['Vegetarian Friendly'],"#144 of 2,742 Restaurants in Naples","Via Cesare Rosaroll 65, 80139, Naples Italy",+39 081 009 8833,http://eprontomangia.it/,802,4.5,Na,"[10.0, 12.0]","['94', '11', '2', '4', '4']"
